Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_localPosition;Main Camera (1)_globalPosition;Main Camera (1)_orientation;World_orientation;messages;
2.352;0;-41.53816;0;0;(0.00, 1.60, 0.00);(-1.4, 0.0, 5.7)(0.00, 0.00, 0.00);0
2.365;0;-42.18441;0;0;(0.00, 1.60, 0.00);(-1.4, 0.0, 5.7)(0.00, 0.00, 0.00);0
2.380;0;-42.85582;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 5.7)(0.00, 0.00, 0.00);0
2.396;0;-43.60612;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 5.8)(0.00, 0.00, 0.00);0
2.409;0;-44.40236;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 5.8)(0.00, 0.00, 0.00);0
2.451;0;-45.13466;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 5.9)(0.00, 0.00, 0.00);0
2.467;0;-47.45276;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.0)(0.00, 0.00, 0.00);0
2.481;0;-48.40685;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.0)(0.00, 0.00, 0.00);0No pattern saccade;
2.498;0;-49.28463;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
2.513;0;-50.31143;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
2.527;0;-51.3184;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.2)(0.00, 0.00, 0.00);0
2.540;0;-52.20557;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.2)(0.00, 0.00, 0.00);0
2.553;0;-53.09462;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.3)(0.00, 0.00, 0.00);0
2.568;0;-53.99284;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.3)(0.00, 0.00, 0.00);0
2.602;0;-55.07763;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.3)(0.00, 0.00, 0.00);0
2.617;0;-57.6231;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.5)(0.00, 0.00, 0.00);0
2.630;0;-58.7778;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.5)(0.00, 0.00, 0.00);0No pattern saccade;
2.643;0;-59.8369;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.5)(0.00, 0.00, 0.00);0
2.659;0;-60.88275;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.6)(0.00, 0.00, 0.00);0
2.672;0;-62.15606;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.6)(0.00, 0.00, 0.00);0
2.686;0;-63.27464;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.7)(0.00, 0.00, 0.00);0
2.700;0;-64.54639;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.7)(0.00, 0.00, 0.00);0
2.714;0;-65.77214;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.7)(0.00, 0.00, 0.00);0
2.726;0;-66.96239;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.8)(0.00, 0.00, 0.00);0
2.758;0;-68.08344;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.8)(0.00, 0.00, 0.00);0
2.772;0;-71.12524;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.9)(0.00, 0.00, 0.00);0
2.786;0;-72.48769;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 7.0)(0.00, 0.00, 0.00);0No pattern saccade;
2.799;0;-73.84694;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 7.0)(0.00, 0.00, 0.00);0
2.812;0;-75.12978;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 7.0)(0.00, 0.00, 0.00);0
2.827;0;-76.49472;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 7.1)(0.00, 0.00, 0.00);0
2.842;0;-78.01281;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 7.1)(0.00, 0.00, 0.00);0
2.857;0;-79.50906;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 7.2)(0.00, 0.00, 0.00);0
2.871;0;-81.1188;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 7.2)(0.00, 0.00, 0.00);0
2.887;0;-78.96854;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 7.2)(0.00, 0.00, 0.00);0
2.931;0;-76.62673;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 7.1)(0.00, 0.00, 0.00);0No pattern saccade;
2.965;0;-70.64413;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.9)(0.00, 0.00, 0.00);0No pattern saccade;
3.004;0;-66.69969;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.8)(0.00, 0.00, 0.00);0No pattern saccade;
3.049;0;-62.82491;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.6)(0.00, 0.00, 0.00);0No pattern saccade;
